Car ID,Brand,Year,Engine Size,Fuel Type,Transmission,Mileage,Condition,Price,Model,Condition_encoded,Fuel_Type_Diesel,Fuel_Type_Electric,Fuel_Type_Hybrid,Fuel_Type_Petrol,Transmission_Automatic,Transmission_Manual,Brand_encoded,Year_standardized,Engine Size_standardized,Mileage_standardized,Price_normalized
13,Ford,2006.0,4.7,Petrol,Automatic,114360.0,New,74766.45,Fiesta,2,False,False,False,True,True,False,3,-0.7990549322193862,0.8506981303899552,-0.40698666345680956,0.734486790327859
14,Audi,2023.0,5.4,Electric,Automatic,263894.0,Like New,70193.74,Q7,1,False,True,False,False,True,False,2,1.6363116938675855,1.341000598778062,1.2893574497980973,0.6863384651282093
15,BMW,2014.0,2.0,Electric,Automatic,65018.0,New,35220.52,X3,2,False,True,False,False,True,False,1,0.34699995064507105,-1.040468533392742,-0.9667323482925233,0.3180881343967842
16,Ford,2010.0,3.9,Electric,Automatic,240904.0,Used,21796.16,Mustang,0,False,True,False,False,True,False,3,-0.22602749078715756,0.2903524522321188,1.0285542133185654,0.17673640842309027
17,Mercedes,2017.0,4.5,Electric,Automatic,136817.0,New,14728.03,GLA,2,False,True,False,False,True,False,5,0.7767705317192425,0.710611710850496,-0.15222988739674667,0.10231257183747684
18,Audi,2022.0,4.4,Hybrid,Automatic,192803.0,Like New,75044.95,A3,1,False,False,True,False,True,False,2,1.4930548335095282,0.6405685010807668,0.48288668491917625,0.7374192545707483
19,Honda,2011.0,3.0,Electric,Automatic,86984.0,New,47791.89,Civic,2,False,True,False,False,True,False,4,-0.0827706304291004,-0.3400364356954468,-0.7175455761085565,0.4504583067814578
20,BMW,2005.0,1.1,Petrol,Automatic,290595.0,New,35735.34,X5,2,False,False,False,True,True,False,1,-0.9423117925774434,-1.6708574213203076,1.5922590251456388,0.3235089288008211
21,Mercedes,2019.0,3.9,Petrol,Automatic,192608.0,Used,86382.04,C-Class,0,False,False,False,True,True,False,5,1.0632842524353567,0.2903524522321188,0.48067456525351687,0.8567930823747631
22,Mercedes,2022.0,2.3,Electric,Manual,12150.0,Used,61393.26,E-Class,0,False,True,False,False,False,True,5,1.4930548335095282,-0.8303389040835536,-1.5664776943647238,0.5936738585922572
23,Honda,2012.0,3.3,Diesel,Manual,275550.0,New,54210.22,CR-V,2,True,False,False,False,False,True,4,0.06048622992895674,-0.12990680638625834,1.421585484787459,0.5180400777834825
24,BMW,2019.0,5.8,Hybrid,Automatic,150853.0,New,75621.02,X5,2,False,False,True,False,True,False,1,1.0632842524353567,1.6211734378569798,0.006997351717072744,0.7434849805183291
25,Audi,2015.0,3.0,Electric,Automatic,188489.0,New,82480.4,Q5,2,False,True,False,False,True,False,2,0.4902568110031282,-0.3400364356954468,0.43394779139274303,0.8157107851085991
26,Toyota,2017.0,5.2,Electric,Automatic,18325.0,Used,70176.95,Camry,0,False,True,False,False,True,False,6,0.7767705317192425,1.2009141792386029,-1.4964272382855106,0.6861616749140688
27,BMW,2009.0,1.9,Electric,Manual,199756.0,Used,46800.6,X3,0,False,True,False,False,False,True,1,-0.36928435114521474,-1.1105117431624716,0.5617629312541995,0.4400205240908519
28,Honda,2022.0,4.4,Diesel,Manual,204541.0,New,41033.39,Accord,2,True,False,False,False,False,True,4,1.4930548335095282,0.6405685010807668,0.6160449445884562,0.37929471760527284
29,Mercedes,2007.0,5.9,Diesel,Manual,17669.0,Used,78308.17,GLC,0,True,False,False,False,False,True,5,-0.655798071861329,1.6912166476267096,-1.503869035724857,0.7717793119017404
30,Audi,2017.0,1.5,Diesel,Automatic,207836.0,Like New,54201.18,A3,1,True,False,False,False,True,False,2,0.7767705317192425,-1.3906845822413896,0.6534240948363925,0.5179448911524027
31,BMW,2020.0,1.0,Hybrid,Automatic,132915.0,Used,71916.68,X5,0,False,False,True,False,True,False,1,1.206541112793414,-1.7409006310900372,-0.19649496911676118,0.7044801525344704
32,Toyota,2000.0,3.2,Petrol,Automatic,196681.0,Used,89587.88,Corolla,0,False,False,False,True,True,False,6,-1.6585960943677291,-0.19995001615598762,0.5268795057572634,0.8905489573062689
33,Toyota,2022.0,1.5,Hybrid,Automatic,50812.0,Used,92009.61,Corolla,0,False,False,True,False,True,False,6,1.4930548335095282,-1.3906845822413896,-1.1278881019866611,0.9160485502360082
34,Ford,2007.0,4.7,Diesel,Manual,278203.0,Like New,31382.99,Fiesta,1,True,False,False,False,False,True,3,-0.655798071861329,0.8506981303899552,1.45168165644384,0.277680883028687
35,Ford,2005.0,5.6,Petrol,Automatic,252862.0,Like New,22849.55,Mustang,1,False,False,False,True,True,False,3,-0.9423117925774434,1.4810870183175204,1.1642081977388457,0.1878280727276403
36,Tesla,2004.0,3.2,Petrol,Manual,171840.0,Like New,29822.3,Model 3,1,False,False,False,True,False,True,0,-1.0855686529355004,-0.19995001615598762,0.24507814875908815,0.26124760611940534
37,Honda,2014.0,2.3,Diesel,Manual,25395.0,New,76380.32,Fit,2,True,False,False,False,False,True,4,0.34699995064507105,-0.8303389040835536,-1.4162237201510919,0.7514800257593557
38,BMW,2021.0,3.2,Diesel,Automatic,282346.0,New,40155.51,5 Series,2,True,False,False,False,True,False,1,1.349797973151471,-0.19995001615598762,1.4986806911865411,0.3700510848959455
39,BMW,2014.0,4.6,Hybrid,Manual,229707.0,Like New,21471.98,X3,1,False,False,True,False,False,True,1,0.34699995064507105,0.7806549206202252,0.9015331676960637,0.17332295686739954
40,Tesla,2001.0,1.0,Diesel,Manual,247181.0,New,14346.62,Model X,2,True,False,False,False,False,True,0,-1.5153392340096719,-1.7409006310900372,1.0997617781459696,0.0982965173064879
41,Mercedes,2000.0,3.9,Petrol,Manual,204120.0,New,36094.75,E-Class,2,False,False,False,True,False,True,5,-1.6585960943677291,0.2903524522321188,0.6112690349513147,0.3272933344508637
42,Mercedes,2022.0,4.1,Electric,Manual,224839.0,New,17932.96,GLA,2,False,True,False,False,False,True,5,1.4930548335095282,0.4304388717715777,0.8463095854784751,0.13605886492890695
43,Tesla,2022.0,4.2,Diesel,Automatic,219882.0,Like New,19855.49,Model Y,1,True,False,False,False,True,False,0,1.4930548335095282,0.5004820815413076,0.7900763691570728,0.1563021341600812
46,BMW,2017.0,1.5,Hybrid,Automatic,87945.0,Like New,16167.56,5 Series,1,False,False,True,False,True,False,1,0.7767705317192425,-1.3906845822413896,-0.7066437966280507,0.11747009518241928
47,Tesla,2017.0,2.0,Diesel,Manual,242802.0,New,85214.72,Model S,2,True,False,False,False,False,True,0,0.7767705317192425,-1.040468533392742,1.05008551139765,0.8445017927517486
48,BMW,2016.0,5.4,Petrol,Automatic,250168.0,New,85266.84,X5,2,False,False,False,True,True,False,1,0.6335136713611853,1.341000598778062,1.1336469137425056,0.8450505900096997
49,Toyota,2007.0,4.7,Petrol,Automatic,2881.0,Used,36278.13,Prius,0,False,False,False,True,True,False,6,-0.655798071861329,0.8506981303899552,-1.671627115805732,0.3292242331684976
50,Ford,2014.0,1.1,Electric,Automatic,111860.0,Used,13355.54,Explorer,0,False,True,False,False,True,False,3,0.34699995064507105,-1.6708574213203076,-0.43534717199090395,0.08786094580974552
51,Audi,2007.0,2.2,Diesel,Automatic,166415.0,Used,71972.18,Q5,0,True,False,False,False,True,False,2,-0.655798071861329,-0.9003821138532828,0.18353584524010338,0.7050645394841305
52,Ford,2016.0,2.1,Hybrid,Automatic,139728.0,Used,39212.51,Mustang,0,False,False,True,False,True,False,3,0.6335136713611853,-0.9704253236230124,-0.11920691125964719,0.36012177149901686
53,Tesla,2011.0,2.4,Petrol,Manual,267885.0,Like New,9319.14,Model S,1,False,False,False,True,False,True,0,-0.0827706304291004,-0.7602956943138239,1.3346321656219255,0.04535969385283893
54,Audi,2007.0,2.2,Electric,Automatic,147733.0,Used,19993.56,A4,0,False,True,False,False,True,False,2,-0.655798071861329,-0.9003821138532828,-0.02839656293347703,0.15775594147791147
55,Toyota,2013.0,1.3,Diesel,Manual,290834.0,Like New,18035.41,Camry,1,True,False,False,False,False,True,6,0.2037430902870139,-1.5307710017808487,1.5949702897614983,0.13713761164949587
56,Tesla,2003.0,3.3,Petrol,Manual,294977.0,New,60966.05,Model S,2,False,False,False,True,False,True,0,-1.2288255132935577,-0.12990680638625834,1.6419693245041995,0.5891755532091162
58,BMW,2000.0,4.0,Diesel,Manual,71240.0,New,80341.84,5 Series,2,True,False,False,False,False,True,1,-1.6585960943677291,0.3603956620018484,-0.8961487146528693,0.7931928291614774
59,Toyota,2018.0,4.4,Petrol,Automatic,106898.0,New,56919.02,Prius,2,False,False,False,True,True,False,6,0.9200273920772997,0.6405685010807668,-0.49163710932937443,0.5465623727247342
60,BMW,2015.0,1.4,Petrol,Manual,209304.0,Like New,45104.74,3 Series,1,False,False,False,True,False,True,1,0.4902568110031282,-1.4607277920111192,0.6700773854476128,0.4221639753980465
61,Mercedes,2013.0,5.8,Petrol,Manual,80522.0,Used,63774.29,GLC,0,False,False,False,True,False,True,5,0.2037430902870139,1.6211734378569798,-0.7908518185674837,0.6187449010922457
62,Honda,2020.0,5.2,Diesel,Automatic,145512.0,Like New,47162.21,Accord,1,True,False,False,False,True,False,4,1.206541112793414,1.2009141792386029,-0.05359203871516646,0.4438280946289891
63,Honda,2015.0,5.0,Diesel,Automatic,119107.0,New,28379.42,CR-V,2,True,False,False,False,True,False,4,0.4902568110031282,1.0608277596991436,-0.3531357298522712,0.24605480896759147
64,Toyota,2004.0,5.1,Electric,Automatic,22462.0,Used,69523.76,Camry,0,False,True,False,False,True,False,6,-1.0855686529355004,1.130870969468873,-1.4494962687632913,0.6792839143438251
65,Honda,2008.0,5.7,Hybrid,Automatic,279965.0,New,87958.17,Fit,2,False,False,True,False,True,False,4,-0.5125412115032719,1.5511302280872503,1.4716701428586696,0.873388934680491
66,Audi,2001.0,3.7,Diesel,Manual,92889.0,New,40422.68,A4,2,True,False,False,False,False,True,2,-1.5153392340096719,0.15026603269265998,-0.6505580549510257,0.37286424996514744
67,Honda,2017.0,2.0,Hybrid,Automatic,88952.0,Used,84946.15,CR-V,0,False,False,True,False,True,False,4,0.7767705317192425,-1.040468533392742,-0.6952201837905174,0.8416738863901227
68,BMW,2005.0,4.1,Petrol,Manual,193596.0,Used,45952.79,X3,0,False,False,False,True,False,True,1,-0.9423117925774434,0.4304388717715777,0.491882638226191,0.43109351328379986
69,BMW,2008.0,4.7,Diesel,Manual,177505.0,Used,43126.91,5 Series,0,True,False,False,False,False,True,1,-0.5125412115032719,0.8506981303899552,0.309343061097346,0.4013384251161298
70,Tesla,2000.0,4.7,Electric,Manual,221576.0,Like New,7690.81,Model X,1,False,True,False,False,False,True,0,-1.6585960943677291,0.8506981303899552,0.8092934497397751,0.028214201929593064
71,BMW,2008.0,3.6,Electric,Manual,219393.0,Like New,71051.5,5 Series,1,False,True,False,False,False,True,1,-0.5125412115032719,0.0802228229229304,0.784529053687804,0.6953702444064166
72,Tesla,2015.0,1.3,Hybrid,Manual,275455.0,New,81712.74,Model S,2,False,False,True,False,False,True,0,0.4902568110031282,-1.5307710017808487,1.4205077854631634,0.8076277132928131
73,BMW,2012.0,2.9,Petrol,Manual,254084.0,Used,68037.91,X5,0,False,False,False,True,False,True,1,0.06048622992895674,-0.4100796454651764,1.1780708143103111,0.6636386648095447
74,Audi,2008.0,5.6,Hybrid,Automatic,129466.0,New,19379.29,A3,2,False,False,True,False,True,False,2,-0.5125412115032719,1.4810870183175204,-0.23562112669039775,0.15128798883705102
75,Tesla,2020.0,3.9,Petrol,Manual,30531.0,New,14812.88,Model S,2,False,False,False,True,False,True,0,1.206541112793414,0.2903524522321188,-1.3579598914186484,0.10320599945330863
76,Ford,2012.0,3.7,Electric,Manual,14588.0,New,59421.58,Fiesta,2,False,True,False,False,False,True,3,0.06048622992895674,0.15026603269265998,-1.538820526442275,0.5729130647020595
77,Mercedes,2008.0,2.3,Hybrid,Manual,143452.0,New,43144.04,GLC,2,False,False,True,False,False,True,5,-0.5125412115032719,-0.8303389040835536,-0.07696109774726023,0.4015187953584304
78,Toyota,2010.0,2.8,Electric,Automatic,173717.0,New,45764.29,RAV4,2,False,True,False,False,True,False,6,-0.22602749078715756,-0.48012285523490594,0.2663712185664862,0.429108703553873
79,BMW,2003.0,5.5,Electric,Automatic,161929.0,Used,96941.02,X5,0,False,True,False,False,True,False,1,-1.2288255132935577,1.4110438085477912,0.13264574872652443,0.9679738051445427
80,Honda,2001.0,4.3,Petrol,Manual,21711.0,Like New,73772.65,Fit,1,False,False,False,True,False,True,4,-1.5153392340096719,0.5705252913110368,-1.4580157655269332,0.7240225786058359
81,BMW,2005.0,4.9,Hybrid,Automatic,136169.0,Used,44119.84,5 Series,0,False,False,True,False,True,False,1,-0.9423117925774434,0.9907845499294143,-0.15958093120878394,0.41179347617786083
82,Honda,2013.0,3.3,Hybrid,Manual,159465.0,Used,6814.43,CR-V,0,False,False,True,False,False,True,4,0.2037430902870139,-0.12990680638625834,0.10469363151532103,0.018986363462148364
83,Mercedes,2003.0,4.2,Electric,Automatic,284220.0,Used,8239.09,GLC,0,False,True,False,False,True,False,5,-1.2288255132935577,0.5004820815413076,1.5199397283836982,0.03398731322256024
84,Mercedes,2005.0,2.2,Electric,Manual,160389.0,Like New,70056.35,E-Class,1,False,True,False,False,False,True,5,-0.9423117925774434,-0.9003821138532828,0.1151756754695223,0.6848918178666992
85,Mercedes,2018.0,4.5,Petrol,Automatic,58480.0,Like New,84585.18,GLC,1,False,False,False,True,True,False,5,0.9200273920772997,0.710611710850496,-1.040900750210887,0.8378730547285222
86,Honda,2005.0,3.1,Diesel,Automatic,269188.0,Like New,72231.75,Fit,1,True,False,False,False,True,False,4,-0.9423117925774434,-0.26999322592571723,1.3494136626698956,0.7077976803944601
87,BMW,2001.0,3.2,Diesel,Automatic,250309.0,Used,43559.34,X3,0,True,False,False,False,True,False,1,-1.5153392340096719,-0.19995001615598762,1.1352464464238285,0.4058916944610225
88,Mercedes,2017.0,4.2,Electric,Manual,55486.0,Like New,7957.9,C-Class,1,False,True,False,False,False,True,5,0.7767705317192425,0.5004820815413076,-1.0748652952313182,0.03102652463922792
89,Audi,2012.0,5.7,Diesel,Manual,55162.0,New,96903.15,A3,2,True,False,False,False,False,True,2,0.06048622992895674,1.5511302280872503,-1.078540817137337,0.9675750531844771
90,Tesla,2008.0,1.3,Diesel,Manual,210359.0,Like New,98701.93,Model S,1,True,False,False,False,False,True,0,-0.5125412115032719,-1.5307710017808487,0.6820455200490005,0.986515297460328
91,Honda,2022.0,5.1,Diesel,Automatic,29882.0,Used,57189.63,CR-V,0,True,False,False,False,True,False,4,1.4930548335095282,1.130870969468873,-1.3653222794340991,0.5494117592553205
92,Honda,2018.0,2.5,Diesel,Automatic,54078.0,Used,11713.74,CR-V,0,True,False,False,False,True,False,4,0.9200273920772997,-0.6902524845440944,-1.0908379336377203,0.07057362159439291
93,BMW,2012.0,3.2,Electric,Manual,238680.0,New,56392.39,3 Series,2,False,True,False,False,False,True,1,0.06048622992895674,-0.19995001615598762,1.0033247049266352,0.5410172249896074
95,Honda,2000.0,2.5,Diesel,Manual,174898.0,Like New,69598.62,Fit,1,True,False,False,False,False,True,4,-1.6585960943677291,-0.6902524845440944,0.27976872279799236,0.680072152308718
96,Mercedes,2023.0,3.5,Petrol,Manual,98938.0,New,73398.98,C-Class,2,False,False,False,True,False,True,5,1.6363116938675855,0.010179613153200814,-0.5819369685019309,0.7200880223629618
98,Mercedes,2006.0,3.5,Hybrid,Manual,32543.0,Used,15118.61,E-Class,0,False,False,True,False,False,True,5,-0.7990549322193862,0.010179613153200814,-1.3351353541504092,0.10642518183384206
99,Tesla,2020.0,5.6,Hybrid,Automatic,124279.0,Like New,17098.13,Model 3,1,False,False,True,False,True,False,0,1.206541112793414,1.4810870183175204,-0.29446350979693675,0.12726852696161328
100,Tesla,2014.0,1.5,Petrol,Automatic,29362.0,Like New,90915.8,Model 3,1,False,False,False,True,True,False,0,0.34699995064507105,-1.3906845822413896,-1.3712212652091909,0.9045312837601921
101,Mercedes,2000.0,4.8,Petrol,Automatic,158818.0,Like New,54955.72,GLA,1,False,False,False,True,True,False,5,-1.6585960943677291,0.9207413401596845,0.0973539319066974,0.5258898159991879
102,Tesla,2011.0,3.0,Electric,Manual,242721.0,Like New,80199.63,Model S,1,False,True,False,False,False,True,0,-0.0827706304291004,-0.3400364356954468,1.0491666309211454,0.7916954297360509
103,BMW,2006.0,4.3,Hybrid,Automatic,165229.0,Like New,15952.67,X5,1,False,False,True,False,True,False,1,-0.7990549322193862,0.5705252913110368,0.17008161999152902,0.11520741209030264
104,Toyota,2014.0,2.3,Diesel,Manual,142394.0,Used,93126.06,Camry,0,True,False,False,False,False,True,6,0.34699995064507105,-0.8303389040835536,-0.08896326495888897,0.9278042044693071
105,Mercedes,2020.0,1.8,Petrol,Manual,69812.0,Used,83008.5,GLC,0,False,False,False,True,False,True,5,1.206541112793414,-1.180554952932201,-0.912348237127544,0.821271411200771
106,Audi,2018.0,1.8,Hybrid,Manual,296161.0,Used,26352.59,A4,0,False,False,True,False,False,True,2,0.9200273920772997,-1.180554952932201,1.6554008613459466,0.2247133134508397
107,Audi,2000.0,1.4,Electric,Manual,228208.0,Used,88047.31,Q7,0,False,True,False,False,False,True,2,-1.6585960943677291,-1.4607277920111192,0.8845282067790207,0.8743275338281072
108,Honda,2016.0,1.9,Diesel,Manual,279773.0,New,30027.06,Accord,2,True,False,False,False,False,True,4,0.6335136713611853,-1.1105117431624716,1.4694920558032512,0.26340362543134077
109,Tesla,2016.0,4.3,Electric,Manual,128614.0,Used,24507.29,Model 3,0,False,True,False,False,False,True,0,0.6335136713611853,0.5705252913110368,-0.24528638799881713,0.20528323708673316
110,Audi,2002.0,5.4,Petrol,Automatic,96950.0,New,30103.17,Q5,2,False,False,False,True,True,False,2,-1.3720823736516148,1.341000598778062,-0.6044892448882427,0.2642050252644693
111,Honda,2011.0,5.1,Hybrid,Automatic,174942.0,Used,91445.73,Accord,0,False,False,True,False,True,False,4,-0.0827706304291004,1.130870969468873,0.28026786774819246,0.9101111788274607
113,BMW,2010.0,1.6,Hybrid,Automatic,245602.0,Like New,36254.6,X5,1,False,False,True,False,True,False,1,-0.22602749078715756,-1.32064137247166,1.0818492809558358,0.32897647416083087
114,BMW,2002.0,2.4,Hybrid,Manual,10588.0,Like New,72016.25,3 Series,1,False,False,True,False,False,True,1,-1.3720823736516148,-0.7602956943138239,-1.584197340096826,0.7055285743106445
115,BMW,2007.0,2.5,Diesel,Manual,168217.0,New,69195.8,5 Series,2,True,False,False,False,False,True,1,-0.655798071861329,-0.6902524845440944,0.2039780997914786,0.6758306612985899
116,Audi,2013.0,2.2,Diesel,Automatic,272743.0,Used,81623.45,A3,0,True,False,False,False,True,False,2,0.2037430902870139,-0.9003821138532828,1.3897423058053777,0.8066875347210084
117,Toyota,2013.0,3.6,Electric,Automatic,208502.0,Used,33168.4,Camry,0,False,True,False,False,True,False,6,0.2037430902870139,0.0802228229229304,0.6609793343098752,0.29648034796189
118,Audi,2009.0,3.7,Diesel,Automatic,134011.0,New,53463.16,Q5,2,True,False,False,False,True,False,2,-0.36928435114521474,0.15026603269265998,-0.1840617221754142,0.5101739135562189
119,Tesla,2001.0,2.8,Petrol,Automatic,252856.0,New,68429.03,Model 3,2,False,False,False,True,True,False,0,-1.5153392340096719,-0.48012285523490594,1.164140132518364,0.6677569607329876
120,Audi,2013.0,2.8,Petrol,Automatic,284293.0,New,7494.4,Q5,2,False,False,False,True,True,False,2,0.2037430902870139,-0.48012285523490594,1.5207678552328938,0.026146103897471358
121,Toyota,2008.0,5.1,Hybrid,Automatic,197639.0,New,40790.18,Camry,2,False,False,True,False,True,False,6,-0.5125412115032719,1.130870969468873,0.5377472526275284,0.37673383922641074
122,Toyota,2002.0,4.9,Petrol,Automatic,141280.0,New,71109.39,Prius,2,False,False,False,True,True,False,6,-1.3720823736516148,0.9907845499294143,-0.10160070756168141,0.6959797968481433
123,Tesla,2020.0,2.5,Electric,Automatic,197170.0,Like New,28996.53,Model S,1,False,True,False,False,True,False,0,1.206541112793414,-0.6902524845440944,0.5324268212265323,0.2525526653730832
124,Toyota,2007.0,5.6,Diesel,Manual,180564.0,Used,95981.89,Corolla,0,True,False,False,False,False,True,6,-0.655798071861329,1.4810870183175204,0.3440449793396639,0.9578746509999019
125,Toyota,2015.0,5.8,Diesel,Manual,20951.0,New,7865.33,Corolla,2,True,False,False,False,False,True,6,0.4902568110031282,1.6211734378569798,-1.4666373601212979,0.030051809325173113
126,BMW,2001.0,2.6,Diesel,Manual,179992.0,Like New,96018.28,X3,1,True,False,False,False,False,True,1,-1.5153392340096719,-0.6202092747743648,0.33755609498706307,0.9582578193079764
127,Tesla,2005.0,2.8,Petrol,Manual,46766.0,New,25592.57,Model X,2,False,False,False,True,False,True,0,-0.9423117925774434,-0.48012285523490594,-1.1737867489982394,0.21671068697370954
128,Ford,2020.0,3.5,Diesel,Automatic,159423.0,Like New,9638.09,Mustang,1,True,False,False,False,True,False,3,1.206541112793414,0.010179613153200814,0.10421717497194824,0.04871807615183194
129,Ford,2011.0,5.7,Hybrid,Manual,87122.0,New,32785.03,Explorer,2,False,False,True,False,False,True,3,-0.0827706304291004,1.5511302280872503,-0.7159800760374745,0.29244365562150765
130,Toyota,2004.0,5.4,Hybrid,Automatic,271452.0,Used,79696.82,Corolla,0,False,False,True,False,True,False,6,-1.0855686529355004,1.341000598778062,1.3750969391983714,0.7864010945620216
131,Ford,2001.0,1.5,Hybrid,Manual,83211.0,New,76481.99,Explorer,2,False,False,True,False,False,True,3,-1.5153392340096719,-1.3906845822413896,-0.7603472555882118,0.7525505594741655
132,Ford,2015.0,3.0,Petrol,Automatic,126534.0,New,24839.84,Focus,2,False,False,False,True,True,False,3,0.4902568110031282,-0.3400364356954468,-0.26888233109918364,0.20878482051212935
133,Toyota,2004.0,3.8,Diesel,Automatic,8720.0,Used,23695.06,RAV4,0,True,False,False,False,True,False,6,-1.0855686529355004,0.22030924246238925,-1.6053883120735013,0.1967308656971389
134,Ford,2014.0,3.5,Petrol,Manual,79993.0,Used,66045.09,Focus,0,False,False,False,True,False,True,3,0.34699995064507105,0.010179613153200814,-0.7968529021732981,0.6426552774037467
136,Honda,2003.0,5.3,Electric,Automatic,25905.0,Used,80267.55,Accord,0,False,True,False,False,True,False,4,-1.2288255132935577,1.270957389008332,-1.4104381764101366,0.7924105930084999
137,Tesla,2014.0,4.4,Electric,Automatic,204580.0,Used,7292.61,Model 3,0,False,True,False,False,True,False,0,0.34699995064507105,0.6405685010807668,0.616487368521588,0.024021357184463684
138,Honda,2010.0,5.2,Petrol,Automatic,50385.0,Like New,62989.13,Accord,1,False,False,False,True,True,False,4,-0.22602749078715756,1.2009141792386029,-1.1327320768442846,0.6104775631211613
139,Toyota,2015.0,5.3,Hybrid,Manual,30653.0,Used,74413.84,Corolla,0,False,False,True,False,False,True,6,0.4902568110031282,1.270957389008332,-1.3565758986021845,0.730773985241018
140,BMW,2022.0,4.7,Petrol,Manual,91865.0,Used,99371.68,3 Series,0,False,False,False,True,False,True,1,1.4930548335095282,0.8506981303899552,-0.6621745192465907,0.9935674264609569
141,Tesla,2005.0,3.2,Hybrid,Automatic,125813.0,New,69484.26,Model 3,2,False,False,True,False,True,False,0,-0.9423117925774434,-0.19995001615598762,-0.27706150176041644,0.6788679993075803
142,Toyota,2013.0,4.1,Diesel,Manual,145871.0,New,27025.29,Prius,2,True,False,False,False,False,True,6,0.2037430902870139,0.4304388717715777,-0.04951946968967051,0.2317965044605045
143,BMW,2017.0,1.8,Hybrid,Automatic,191175.0,Like New,15277.69,5 Series,1,False,False,True,False,True,False,1,0.7767705317192425,-1.180554952932201,0.464418321761774,0.1081002138329761
144,Honda,2011.0,4.4,Hybrid,Manual,248535.0,New,65887.09,Fit,2,False,False,True,False,False,True,4,-0.0827706304291004,0.6405685010807668,1.1151218295680352,0.6409916172587682
145,Toyota,2010.0,1.9,Diesel,Manual,15052.0,Used,54702.39,Camry,0,True,False,False,False,False,True,6,-0.22602749078715756,-1.1105117431624716,-1.533556816058347,0.5232223791350905
146,Tesla,2012.0,4.5,Electric,Manual,137116.0,Used,90418.8,Model Y,0,False,True,False,False,False,True,0,0.06048622992895674,0.710611710850496,-0.14883797057606898,0.8992981249497217
147,Tesla,2020.0,2.1,Diesel,Manual,150943.0,Used,74027.76,Model 3,0,True,False,False,False,False,True,0,1.206541112793414,-0.9704253236230124,0.00801833002430014,0.7267087579703009
148,Mercedes,2022.0,1.6,Petrol,Manual,220375.0,New,53425.53,E-Class,2,False,False,False,True,False,True,5,1.4930548335095282,-1.32064137247166,0.7956690614399963,0.5097776886748546
149,Audi,2010.0,1.8,Petrol,Automatic,21381.0,Used,43341.0,Q7,0,False,False,False,True,True,False,2,-0.22602749078715756,-1.180554952932201,-1.4617593526534336,0.40359268461257564
150,Ford,2022.0,1.0,Petrol,Automatic,148346.0,Used,43415.6,Focus,0,False,False,False,True,True,False,3,1.4930548335095282,-1.7409006310900372,-0.021442566240917088,0.40437818490887567
